set_piece_type,delivery_type,delivery_zone,defensive_scheme,num_defenders_box,num_attackers_box,aerial_threat,second_ball_runners,near_post_decoy,gk_screen,blocker_action,taker_foot_matches,runner_from_deep,overload_far_post,second_wave_runner,quick_delivery,dummy_run,xg,second_ball_won
free_kick_wide,outswinger,wide_channel,Man-to-Man,9,1,2,4,0,1,0,0,0,0,0,0,0,0.0544,1
free_kick_central,long,edge_box,Deep Zonal,6,5,6,1,0,0,0,1,1,0,1,0,0,0.0897,1
free_kick_wide,inswinger,edge_box,Man-to-Man,4,1,7,1,0,0,0,1,0,1,0,0,1,0.1627,1
corner,long,far_post,High Zonal,3,6,6,3,1,0,0,0,0,1,0,0,1,0.181,1
corner,inswinger,six_yard,Hybrid,3,7,8,3,0,0,1,0,0,0,0,0,1,0.1805,1
goal_kick,long,edge_box,Deep Zonal,10,5,1,1,0,0,0,1,1,0,0,0,0,0.0387,1
free_kick_central,inswinger,penalty_spot,High Zonal,4,2,3,1,1,0,0,0,1,1,0,1,0,0.2066,0
corner,inswinger,wide_channel,Hybrid,6,3,5,0,0,1,1,1,0,0,1,0,0,0.1106,1
corner,short,central,High Zonal,7,6,8,3,0,0,0,0,0,0,0,0,0,0.0975,1
free_kick_central,straight,penalty_spot,Man-to-Man,8,6,6,0,0,1,0,1,1,1,0,0,0,0.2315,1
corner,straight,central,High Zonal,3,6,8,2,0,1,0,1,0,1,0,0,0,0.1947,0
throw_in,outswinger,far_post,Hybrid,7,1,8,1,0,0,1,1,0,0,0,0,0,0.135,0
goal_kick,lofted,central,High Zonal,5,6,9,2,0,0,0,0,0,0,0,0,0,0.119,1
corner,outswinger,central,Deep Zonal,6,7,7,4,0,0,0,1,1,0,1,0,0,0.1575,1
throw_in,short,central,Man-to-Man,10,1,8,4,1,1,0,1,0,1,1,0,1,0.1402,1
corner,driven,near_post,Hybrid,7,4,7,4,0,0,0,1,0,1,0,1,1,0.1263,0
free_kick_wide,long,near_post,Deep Zonal,6,6,1,3,1,0,1,0,0,1,0,1,1,0.1313,1
kick_off,outswinger,edge_box,Deep Zonal,3,4,3,2,0,0,0,1,0,0,0,0,1,0.0595,1
penalty,short,central,Deep Zonal,11,7,9,4,0,0,0,1,1,1,1,0,0,0.7799,1
kick_off,inswinger,near_post,Hybrid,8,5,1,2,1,0,0,1,0,0,0,0,1,0.1054,1
corner,short,near_post,Hybrid,9,3,6,1,1,0,0,1,0,0,0,0,0,0.0804,0
free_kick_wide,straight,central,High Zonal,6,5,8,4,0,0,1,0,0,1,1,1,0,0.1828,1
free_kick_central,long,near_post,Hybrid,5,5,5,4,0,0,0,0,1,1,0,0,0,0.1501,1
free_kick_central,driven,wide_channel,Hybrid,5,6,2,2,1,0,0,1,0,1,0,0,1,0.1557,1
play_restart,inswinger,penalty_spot,Man-to-Man,3,2,1,4,0,0,0,0,0,0,0,0,0,0.1156,1
corner,inswinger,far_post,Deep Zonal,10,7,7,2,0,0,0,1,1,1,0,0,0,0.1507,0
goal_kick,straight,penalty_spot,Deep Zonal,7,7,6,2,0,0,1,1,1,0,0,1,0,0.1618,1
kick_off,short,near_post,Hybrid,6,2,7,2,0,0,0,1,0,1,0,0,0,0.0712,1
penalty,straight,edge_box,Deep Zonal,9,2,2,2,0,0,0,0,1,0,0,1,0,0.7554,0
free_kick_wide,short,wide_channel,Deep Zonal,4,3,5,4,0,0,0,0,1,0,0,0,1,0.0775,1
free_kick_central,short,near_post,Deep Zonal,7,3,6,4,0,0,0,1,0,0,0,0,0,0.1126,0
corner,lofted,near_post,High Zonal,6,2,9,3,1,0,1,0,1,0,0,1,0,0.1905,1
goal_kick,straight,penalty_spot,Deep Zonal,11,2,2,2,1,1,0,1,0,1,1,0,0,0.0905,1
free_kick_central,inswinger,near_post,High Zonal,10,5,7,0,0,1,0,0,0,0,0,0,0,0.173,0
play_restart,outswinger,near_post,High Zonal,9,7,7,1,0,1,0,0,0,0,0,0,0,0.1191,1
throw_in,short,edge_box,Deep Zonal,5,1,6,0,0,0,1,0,0,0,0,1,1,0.0557,1
free_kick_central,outswinger,penalty_spot,Hybrid,7,4,1,0,1,0,0,0,1,0,1,0,1,0.1743,1
throw_in,outswinger,central,Hybrid,11,2,2,3,0,1,0,1,1,1,0,0,0,0.1084,1
free_kick_central,outswinger,six_yard,Deep Zonal,3,2,7,1,1,0,0,1,1,0,0,0,0,0.1947,1
kick_off,long,near_post,Hybrid,8,5,7,0,0,0,0,1,0,0,0,0,0,0.0801,1
corner,lofted,central,High Zonal,6,1,7,1,1,0,0,1,0,0,0,1,0,0.1479,1
play_restart,straight,edge_box,Man-to-Man,9,1,8,0,0,0,1,1,1,0,0,1,0,0.0999,1
goal_kick,inswinger,penalty_spot,Man-to-Man,7,7,4,0,0,0,1,1,1,0,0,1,0,0.181,1
kick_off,straight,penalty_spot,Deep Zonal,9,4,3,2,0,0,1,1,0,0,0,1,0,0.1082,0
free_kick_central,straight,edge_box,Deep Zonal,5,1,10,3,1,1,0,0,1,0,1,0,1,0.1747,1
goal_kick,lofted,penalty_spot,Man-to-Man,10,7,7,3,0,0,0,0,0,1,1,0,0,0.1552,1
free_kick_wide,straight,six_yard,Deep Zonal,10,5,6,1,1,1,0,1,0,0,0,0,1,0.1483,0
goal_kick,long,penalty_spot,Man-to-Man,8,6,6,3,0,0,0,0,1,1,0,0,0,0.1072,1
corner,lofted,far_post,High Zonal,6,5,8,0,1,0,0,0,1,0,1,1,0,0.1455,1
free_kick_wide,short,edge_box,Man-to-Man,4,4,4,0,0,1,0,1,0,1,0,1,0,0.1207,1
free_kick_central,outswinger,central,High Zonal,4,6,5,1,0,1,0,0,1,0,0,0,0,0.2272,1
free_kick_wide,short,edge_box,Deep Zonal,6,3,1,3,0,0,0,0,0,1,0,0,1,0.005,1
free_kick_wide,straight,central,Man-to-Man,10,5,8,0,0,0,0,1,1,0,0,1,0,0.1441,1
goal_kick,straight,far_post,Hybrid,11,7,6,0,0,0,1,1,1,0,0,1,0,0.0565,1
corner,lofted,edge_box,Deep Zonal,8,6,9,2,0,0,0,1,0,0,0,0,0,0.0978,1
goal_kick,outswinger,penalty_spot,High Zonal,11,4,3,2,0,0,0,1,0,1,1,0,1,0.0777,0
corner,straight,near_post,High Zonal,4,1,5,2,0,0,0,0,1,1,0,0,0,0.1155,0
goal_kick,inswinger,far_post,Man-to-Man,9,1,1,2,0,0,0,0,1,1,1,0,0,0.091,1
goal_kick,inswinger,six_yard,Hybrid,7,4,10,4,1,0,0,0,1,1,0,0,0,0.1495,1
free_kick_wide,short,wide_channel,Hybrid,4,5,4,0,0,1,0,1,0,1,0,1,1,0.1456,1
throw_in,long,far_post,Hybrid,9,1,2,3,1,0,0,1,0,1,1,0,0,0.0817,1
kick_off,short,near_post,Deep Zonal,11,3,7,3,0,1,1,1,0,0,1,0,0,0.082,1
goal_kick,outswinger,central,Deep Zonal,7,3,9,3,0,1,0,1,0,0,0,1,0,0.0858,1
free_kick_wide,inswinger,far_post,Hybrid,5,4,2,0,1,0,0,0,1,0,0,1,0,0.1562,0
free_kick_central,straight,near_post,Hybrid,5,4,6,1,1,1,0,1,0,1,0,0,0,0.1787,1
goal_kick,short,six_yard,Deep Zonal,8,2,5,4,0,1,0,0,1,0,0,0,1,0.1022,0
corner,driven,penalty_spot,Deep Zonal,9,5,2,3,0,0,0,1,0,1,1,1,0,0.1277,1
goal_kick,short,far_post,High Zonal,4,4,3,4,1,0,1,1,0,1,0,1,0,0.0922,1
free_kick_wide,driven,far_post,High Zonal,9,7,7,3,1,0,1,1,1,0,1,0,0,0.1434,1
goal_kick,driven,near_post,Man-to-Man,9,3,10,0,1,0,0,1,0,0,1,1,0,0.1619,1
corner,straight,far_post,Man-to-Man,3,7,2,4,0,1,1,1,0,0,0,0,0,0.134,1
corner,short,far_post,Man-to-Man,6,7,7,4,0,0,0,0,0,0,0,0,0,0.1101,1
play_restart,long,central,Deep Zonal,5,3,9,3,0,0,0,0,1,1,0,0,0,0.1546,1
kick_off,lofted,edge_box,High Zonal,10,3,8,0,0,1,1,0,0,0,0,1,0,0.0711,0
kick_off,straight,far_post,Deep Zonal,8,5,9,4,0,1,1,0,0,0,0,0,0,0.1193,1
play_restart,short,penalty_spot,Hybrid,7,4,10,4,0,0,0,0,0,0,0,1,0,0.1244,1
free_kick_wide,straight,six_yard,Hybrid,5,5,7,4,1,0,0,1,0,1,1,1,1,0.216,1
corner,long,central,High Zonal,7,2,1,1,0,0,0,0,0,1,1,0,0,0.1315,1
corner,lofted,far_post,Deep Zonal,11,7,3,4,0,0,1,1,0,0,0,0,0,0.0834,1
free_kick_central,lofted,six_yard,Man-to-Man,11,5,5,0,0,1,0,0,0,0,0,1,0,0.1234,0
corner,inswinger,central,High Zonal,4,1,10,2,1,0,0,0,0,1,1,1,0,0.1343,1
play_restart,outswinger,far_post,Deep Zonal,7,2,3,3,1,1,0,0,0,1,1,1,1,0.1007,1
corner,long,six_yard,High Zonal,9,5,9,1,0,0,0,1,0,1,0,0,0,0.1335,0
corner,short,penalty_spot,Deep Zonal,5,3,7,4,0,0,1,1,0,1,0,0,0,0.1348,1
corner,lofted,wide_channel,Hybrid,11,3,8,2,1,0,0,0,0,0,0,0,0,0.0857,1
corner,outswinger,far_post,Hybrid,7,5,2,0,0,0,1,0,1,0,0,0,0,0.0689,0
corner,driven,far_post,High Zonal,6,3,4,4,0,1,0,0,1,0,0,0,0,0.1163,1
throw_in,long,near_post,Man-to-Man,11,7,5,0,1,0,1,1,1,0,0,0,0,0.0846,0
free_kick_wide,inswinger,central,Hybrid,8,5,5,4,0,1,0,1,0,0,1,0,1,0.1241,1
throw_in,inswinger,penalty_spot,Hybrid,3,3,9,4,0,0,0,1,0,0,0,0,0,0.1648,1
kick_off,long,central,High Zonal,3,2,4,4,0,1,0,1,1,1,1,0,0,0.1447,1
throw_in,inswinger,far_post,Deep Zonal,11,3,9,1,0,1,0,1,0,0,1,1,1,0.0653,0
throw_in,driven,central,Hybrid,8,1,9,2,1,1,0,1,1,1,0,1,0,0.1769,0
free_kick_wide,short,near_post,Hybrid,10,1,7,3,0,0,0,0,0,1,1,0,0,0.0167,1
corner,straight,far_post,Deep Zonal,11,6,4,4,0,0,1,1,1,0,0,1,0,0.0836,1
free_kick_wide,outswinger,penalty_spot,Deep Zonal,9,6,1,1,0,0,0,1,1,0,0,0,0,0.1468,0
play_restart,lofted,central,High Zonal,11,1,3,2,0,0,0,1,1,0,0,0,0,0.051,1
throw_in,long,edge_box,Hybrid,11,4,7,1,0,0,0,0,0,1,0,1,0,0.0619,0
corner,driven,near_post,High Zonal,6,3,3,3,1,0,0,1,1,0,1,1,1,0.1544,1
free_kick_central,long,near_post,Deep Zonal,8,5,10,3,1,0,1,1,0,0,1,0,0,0.1492,1
goal_kick,short,wide_channel,High Zonal,10,5,5,2,0,0,0,1,0,0,1,1,0,0.0267,1
throw_in,lofted,wide_channel,Hybrid,11,6,3,4,0,1,1,1,0,0,1,1,0,0.0542,1
penalty,short,far_post,High Zonal,10,5,7,1,0,0,0,0,1,1,0,0,0,0.7357,1
kick_off,short,far_post,Man-to-Man,10,2,2,3,0,0,0,1,1,0,1,0,1,0.0339,1
throw_in,outswinger,six_yard,High Zonal,5,5,9,2,0,0,1,0,0,0,0,0,0,0.1291,1
throw_in,outswinger,penalty_spot,Deep Zonal,6,6,6,0,0,1,0,1,0,0,0,0,1,0.126,0
corner,long,near_post,Man-to-Man,10,7,10,1,1,0,0,1,1,0,0,0,1,0.2141,1
corner,outswinger,near_post,Man-to-Man,4,5,9,4,1,0,0,1,1,0,1,0,0,0.2061,1
play_restart,long,near_post,Man-to-Man,4,3,1,2,0,0,0,1,1,0,0,0,0,0.1,1
throw_in,lofted,edge_box,Deep Zonal,10,4,9,3,1,0,0,1,1,0,1,0,0,0.0876,1
free_kick_wide,straight,penalty_spot,Deep Zonal,11,1,1,3,1,0,0,0,0,0,0,0,0,0.1076,0
throw_in,inswinger,central,Hybrid,6,5,8,2,0,0,1,1,0,1,0,1,1,0.1499,1
corner,long,near_post,Man-to-Man,10,1,4,1,1,0,0,1,0,0,1,0,0,0.07,0
goal_kick,inswinger,near_post,Man-to-Man,6,2,4,3,0,1,1,1,1,0,1,0,0,0.1503,0
corner,driven,edge_box,Hybrid,7,4,9,3,0,1,1,0,0,0,1,1,1,0.18,1
goal_kick,short,six_yard,High Zonal,11,4,3,1,1,0,0,0,1,1,1,0,1,0.0858,0
free_kick_central,straight,penalty_spot,Hybrid,6,3,10,0,0,0,0,1,0,0,0,0,0,0.1835,0
corner,short,edge_box,Hybrid,10,5,1,1,1,0,0,0,1,0,0,0,1,0.0837,0
corner,short,central,Deep Zonal,11,7,2,0,1,0,0,0,0,0,0,1,0,0.0948,1
goal_kick,outswinger,penalty_spot,High Zonal,9,7,4,3,0,0,1,0,1,0,0,1,0,0.1383,1
corner,outswinger,far_post,Deep Zonal,3,4,3,1,0,0,1,1,0,1,1,0,0,0.1151,0
corner,straight,near_post,Deep Zonal,11,4,9,1,0,0,0,0,0,0,1,0,0,0.023,0
goal_kick,driven,far_post,Hybrid,7,4,10,1,0,0,1,1,1,0,0,0,0,0.1138,1
free_kick_wide,inswinger,six_yard,Deep Zonal,5,7,5,4,0,0,0,1,0,0,1,0,1,0.1738,0
free_kick_wide,outswinger,near_post,Hybrid,7,7,6,4,1,0,0,1,1,1,1,0,1,0.1785,1
corner,inswinger,far_post,High Zonal,6,1,4,4,1,0,1,1,1,0,0,0,0,0.1257,1
goal_kick,straight,six_yard,Hybrid,6,6,5,3,0,0,0,0,0,0,1,0,0,0.1175,1
corner,inswinger,edge_box,Hybrid,9,1,4,0,0,0,0,1,0,0,1,1,0,0.0724,0
corner,long,far_post,Man-to-Man,4,5,3,3,0,0,0,1,1,1,0,1,1,0.1557,1
free_kick_wide,inswinger,near_post,High Zonal,8,3,7,2,0,0,0,1,0,1,0,1,1,0.1296,1
corner,long,six_yard,Man-to-Man,5,4,2,3,0,0,0,0,0,0,0,1,0,0.1167,0
free_kick_wide,outswinger,near_post,Hybrid,10,6,3,3,0,0,0,0,1,0,1,0,0,0.1005,1
corner,straight,central,Hybrid,11,2,2,3,0,0,1,1,0,0,1,0,0,0.0906,1
corner,inswinger,near_post,Deep Zonal,7,1,5,3,0,0,0,1,0,0,0,0,0,0.0777,0
free_kick_wide,long,far_post,Deep Zonal,10,4,7,4,0,0,1,1,0,1,0,0,0,0.0913,0
kick_off,lofted,penalty_spot,Deep Zonal,5,6,6,4,0,0,0,1,1,1,1,0,0,0.0863,1
corner,outswinger,six_yard,High Zonal,10,1,8,2,1,1,1,1,0,0,0,0,0,0.1389,1
corner,lofted,far_post,Man-to-Man,7,3,6,0,1,0,1,0,0,0,1,0,0,0.1194,1
kick_off,outswinger,wide_channel,Hybrid,7,4,4,0,0,1,1,0,0,1,0,0,0,0.0709,1
kick_off,short,penalty_spot,Deep Zonal,3,2,10,0,1,0,1,1,1,0,0,1,0,0.1578,1
throw_in,long,penalty_spot,Hybrid,8,6,7,4,1,0,0,1,0,0,0,1,1,0.1713,1
corner,inswinger,near_post,High Zonal,10,5,1,2,1,0,0,1,1,0,1,0,1,0.1136,1
free_kick_wide,straight,central,High Zonal,7,4,2,2,1,0,0,1,0,1,0,0,0,0.1157,0
corner,inswinger,penalty_spot,Hybrid,4,1,7,1,1,0,0,0,0,1,0,0,0,0.1901,1
corner,long,edge_box,High Zonal,9,1,1,4,1,1,0,0,1,0,0,0,1,0.1008,1
free_kick_wide,straight,central,Deep Zonal,8,2,2,1,0,1,0,1,0,0,1,0,0,0.0947,0
penalty,driven,far_post,Hybrid,10,1,1,4,0,1,1,1,0,0,0,0,0,0.7608,0
free_kick_wide,outswinger,central,Deep Zonal,11,4,9,3,1,0,0,1,1,0,0,0,0,0.1881,1
throw_in,lofted,far_post,Deep Zonal,5,7,2,1,0,0,0,0,0,0,0,0,1,0.0672,1
corner,inswinger,central,High Zonal,5,6,3,3,0,0,0,1,1,0,1,0,1,0.1714,1
free_kick_wide,short,near_post,Man-to-Man,11,2,10,4,0,0,1,1,1,0,0,0,0,0.1017,1
goal_kick,outswinger,central,Deep Zonal,4,2,2,0,0,0,1,1,0,0,1,0,0,0.0652,1
kick_off,inswinger,six_yard,High Zonal,11,4,3,0,1,0,0,1,0,0,0,0,0,0.1224,1
free_kick_wide,inswinger,six_yard,Deep Zonal,4,6,9,0,0,0,0,0,0,1,0,0,1,0.1647,1
penalty,long,near_post,High Zonal,6,6,2,3,0,1,1,1,1,1,0,1,1,0.7962,1
corner,outswinger,near_post,Hybrid,4,4,3,2,1,0,0,1,0,0,1,0,0,0.1219,1
corner,short,far_post,Man-to-Man,11,2,8,3,0,0,1,0,0,0,1,0,0,0.0812,1
throw_in,lofted,central,Hybrid,7,4,1,2,1,0,0,1,1,0,1,0,0,0.1307,1
corner,outswinger,six_yard,Hybrid,10,6,4,4,0,0,0,1,0,1,0,0,1,0.1325,1
free_kick_wide,inswinger,far_post,Hybrid,3,7,3,2,0,0,0,1,0,0,0,0,0,0.143,0
free_kick_central,inswinger,six_yard,Man-to-Man,3,1,3,2,0,0,0,0,1,0,0,1,1,0.1734,1
corner,inswinger,near_post,High Zonal,7,6,4,2,1,0,0,0,0,1,0,0,0,0.1146,0
corner,straight,wide_channel,High Zonal,3,6,3,1,1,0,0,0,0,0,0,0,0,0.0828,1
free_kick_wide,long,edge_box,High Zonal,7,2,8,4,0,1,0,1,0,1,0,1,1,0.1224,1
play_restart,outswinger,edge_box,High Zonal,9,1,2,0,1,0,0,1,0,1,0,0,1,0.1032,0
throw_in,inswinger,wide_channel,Hybrid,7,3,4,0,0,0,1,1,1,1,1,0,1,0.0849,1
free_kick_wide,short,far_post,High Zonal,10,2,1,2,0,0,0,0,0,0,0,0,0,0.0329,1
corner,outswinger,near_post,High Zonal,3,1,2,3,0,0,1,0,0,0,1,0,1,0.1239,1
throw_in,short,far_post,Hybrid,5,2,7,2,1,0,0,0,0,0,0,0,0,0.0886,0
corner,lofted,six_yard,Deep Zonal,4,2,5,3,0,0,0,0,0,0,0,0,0,0.0861,1
penalty,outswinger,six_yard,Deep Zonal,7,7,5,1,0,0,0,1,0,1,1,0,0,0.7524,1
goal_kick,short,far_post,Deep Zonal,6,1,3,1,0,0,0,1,0,0,0,0,1,0.005,0
free_kick_wide,driven,edge_box,Hybrid,7,4,2,3,0,0,1,0,0,0,0,0,1,0.1028,1
corner,long,central,Deep Zonal,4,3,9,1,1,0,0,1,0,0,1,0,0,0.1579,1
corner,long,central,Hybrid,7,6,8,2,0,0,0,0,1,0,0,0,0,0.1503,1
corner,driven,penalty_spot,Hybrid,9,4,5,3,0,0,1,1,0,1,1,1,1,0.2017,1
free_kick_wide,short,far_post,Deep Zonal,3,5,1,0,0,0,1,0,0,0,0,0,0,0.0942,0
kick_off,short,near_post,Man-to-Man,10,3,9,1,1,0,0,1,1,0,0,1,1,0.1093,1
corner,long,edge_box,High Zonal,4,6,5,0,0,0,0,0,1,0,1,0,1,0.1215,1
penalty,long,penalty_spot,Hybrid,10,5,2,1,0,0,0,1,0,1,1,1,0,0.8186,1
throw_in,long,far_post,Hybrid,10,4,2,4,0,1,0,1,0,0,1,1,1,0.1197,1
corner,straight,central,High Zonal,7,3,10,0,1,1,0,0,0,0,0,1,0,0.2048,1
corner,driven,central,High Zonal,3,4,1,3,0,1,0,0,0,0,1,0,0,0.1314,1
free_kick_wide,outswinger,edge_box,High Zonal,6,2,4,0,1,1,0,0,0,0,0,0,0,0.0899,0
throw_in,inswinger,six_yard,Hybrid,8,5,6,2,0,0,0,1,0,0,0,0,0,0.1179,1
free_kick_wide,outswinger,near_post,High Zonal,6,3,3,0,1,0,1,1,1,1,1,1,0,0.1576,1
throw_in,outswinger,six_yard,Deep Zonal,8,3,2,2,0,0,1,1,0,0,1,0,0,0.0879,0
kick_off,long,edge_box,Deep Zonal,10,4,7,4,0,1,0,0,1,0,0,1,0,0.0661,1
goal_kick,outswinger,six_yard,Deep Zonal,11,7,1,0,1,0,0,0,1,0,0,0,1,0.0575,1
play_restart,long,penalty_spot,High Zonal,6,4,10,1,0,0,0,1,0,1,1,1,0,0.1463,1
goal_kick,short,central,Deep Zonal,11,7,5,1,0,1,0,0,1,0,1,1,0,0.0948,1
goal_kick,inswinger,edge_box,Hybrid,5,4,8,3,1,1,0,0,1,0,0,0,0,0.1021,1
goal_kick,outswinger,far_post,Deep Zonal,11,1,9,4,0,0,0,0,0,0,0,1,0,0.0627,1
throw_in,short,central,Hybrid,4,5,8,1,1,0,0,1,0,0,1,0,0,0.1198,1
goal_kick,long,far_post,Man-to-Man,7,7,5,0,0,0,0,1,1,0,1,0,0,0.0938,1
play_restart,straight,far_post,Hybrid,9,7,1,4,0,1,0,1,1,0,0,0,0,0.1264,1
free_kick_central,outswinger,far_post,Man-to-Man,3,2,1,0,0,0,0,1,0,0,0,0,0,0.0975,0
throw_in,outswinger,six_yard,Deep Zonal,6,2,4,4,1,0,1,0,0,1,1,1,1,0.1261,1
free_kick_central,inswinger,far_post,Deep Zonal,5,5,4,2,0,1,1,0,0,1,1,0,0,0.1437,1
goal_kick,inswinger,central,Deep Zonal,10,4,9,3,0,0,0,1,1,1,0,0,1,0.1295,1
free_kick_wide,lofted,wide_channel,Man-to-Man,7,6,5,4,1,1,0,1,1,0,0,0,1,0.1637,1
goal_kick,inswinger,central,Deep Zonal,3,4,10,3,0,1,0,0,0,0,0,0,0,0.1384,1
goal_kick,inswinger,near_post,Deep Zonal,3,2,3,1,0,1,0,0,0,0,1,0,1,0.07,0
play_restart,driven,six_yard,Deep Zonal,3,3,10,1,0,1,0,1,0,0,1,1,1,0.1487,1
corner,long,wide_channel,Hybrid,3,1,4,3,0,1,1,1,0,1,0,0,0,0.1004,1
throw_in,straight,edge_box,Man-to-Man,7,3,10,2,0,0,0,1,0,0,1,1,1,0.083,1
goal_kick,short,far_post,Hybrid,5,6,6,4,0,0,1,1,0,1,0,1,0,0.1127,1
play_restart,lofted,penalty_spot,Hybrid,4,2,1,3,1,0,0,1,0,1,0,0,0,0.1107,0
kick_off,inswinger,six_yard,Man-to-Man,6,4,10,4,1,0,0,1,1,0,1,0,1,0.1769,1
penalty,outswinger,six_yard,High Zonal,6,2,3,1,1,0,0,1,1,1,1,0,0,0.7428,1
penalty,driven,near_post,Hybrid,8,4,9,2,1,0,0,1,1,0,0,1,1,0.7155,1
corner,driven,six_yard,Deep Zonal,7,7,9,4,1,0,0,0,1,1,1,0,0,0.1955,1
play_restart,lofted,penalty_spot,Deep Zonal,11,6,3,1,0,0,0,1,0,0,0,1,0,0.0859,1
corner,outswinger,near_post,Deep Zonal,6,6,6,4,0,0,0,1,0,0,0,1,0,0.1234,1
throw_in,lofted,near_post,High Zonal,6,2,8,2,0,0,0,1,0,1,0,1,0,0.1275,1
goal_kick,outswinger,near_post,Man-to-Man,6,3,10,2,0,1,1,1,0,1,0,0,0,0.1464,1
free_kick_central,long,wide_channel,High Zonal,3,1,4,4,1,1,1,1,1,1,0,1,0,0.1664,1
corner,driven,far_post,Man-to-Man,9,7,5,1,0,0,0,0,0,0,0,1,0,0.1251,1
corner,inswinger,edge_box,Hybrid,7,7,9,3,1,1,1,1,0,1,0,1,0,0.1823,1
goal_kick,outswinger,near_post,Deep Zonal,6,3,5,1,0,0,0,0,1,1,0,0,1,0.0498,1
free_kick_central,short,edge_box,Deep Zonal,6,5,7,4,0,0,1,1,1,0,0,0,0,0.1239,1
corner,driven,far_post,Man-to-Man,7,2,2,2,1,1,0,1,0,0,0,0,1,0.1572,1
throw_in,inswinger,wide_channel,Hybrid,11,5,7,2,0,0,0,0,0,0,0,0,1,0.0578,1
corner,driven,far_post,High Zonal,6,1,4,1,1,1,0,0,0,1,0,0,0,0.0924,0
kick_off,outswinger,edge_box,Deep Zonal,6,3,4,0,0,0,0,0,1,1,1,0,0,0.0402,1
free_kick_wide,straight,penalty_spot,Deep Zonal,4,3,10,4,0,1,0,1,1,0,0,1,0,0.1799,1
corner,outswinger,far_post,High Zonal,5,7,8,2,0,0,1,1,1,0,0,1,0,0.1449,1
corner,lofted,wide_channel,High Zonal,9,4,6,3,0,0,0,1,1,0,0,1,1,0.0725,1
free_kick_central,inswinger,far_post,Man-to-Man,9,2,6,4,1,0,1,1,0,0,0,0,0,0.117,1
free_kick_central,short,six_yard,Hybrid,10,1,9,1,0,0,0,0,0,0,1,1,0,0.1236,0
goal_kick,inswinger,near_post,Man-to-Man,7,2,7,0,1,1,0,0,1,0,0,1,0,0.1406,0
free_kick_central,lofted,edge_box,High Zonal,11,2,3,3,0,0,0,0,0,0,1,0,1,0.0375,1
free_kick_wide,driven,wide_channel,Deep Zonal,7,3,6,3,0,0,0,1,0,0,1,0,0,0.1132,1
corner,outswinger,six_yard,Hybrid,4,1,7,3,0,0,0,1,1,0,1,0,0,0.124,1
corner,outswinger,far_post,Hybrid,4,6,1,1,0,0,0,0,1,0,1,1,1,0.1249,0
play_restart,straight,far_post,High Zonal,7,3,2,4,0,0,1,1,1,0,1,0,1,0.1027,1
corner,straight,six_yard,Man-to-Man,6,2,5,2,0,0,1,1,0,1,0,0,0,0.1224,1
play_restart,driven,central,Man-to-Man,3,4,6,0,1,0,0,1,0,0,0,0,1,0.1563,0
free_kick_wide,short,wide_channel,Deep Zonal,3,3,1,2,1,0,0,1,0,0,1,0,0,0.0882,1
corner,straight,central,Deep Zonal,8,5,5,3,0,0,0,1,1,0,0,0,0,0.0958,0
corner,long,near_post,Man-to-Man,9,4,2,2,1,0,0,1,0,1,0,0,1,0.1448,1
corner,straight,edge_box,Hybrid,4,7,7,2,1,0,0,0,0,0,0,0,0,0.068,1
goal_kick,inswinger,far_post,Deep Zonal,5,5,5,4,0,0,0,0,0,1,0,0,1,0.0854,1
free_kick_central,inswinger,central,Hybrid,7,3,1,2,0,1,0,1,1,1,1,0,0,0.1898,0
free_kick_wide,outswinger,central,Hybrid,4,2,5,1,0,0,0,1,1,0,1,0,0,0.1318,1
throw_in,short,wide_channel,High Zonal,10,1,10,1,0,1,0,1,1,0,0,1,0,0.0946,1
throw_in,inswinger,penalty_spot,Deep Zonal,8,5,1,3,1,0,1,1,0,0,1,0,1,0.1142,1
play_restart,short,wide_channel,Deep Zonal,6,1,5,3,0,0,1,0,1,0,0,0,0,0.0378,1
play_restart,outswinger,central,Man-to-Man,8,3,2,0,0,0,1,1,0,0,0,1,0,0.1266,1
throw_in,long,far_post,High Zonal,4,1,10,3,1,0,1,1,0,0,0,0,0,0.0966,1
goal_kick,inswinger,central,Deep Zonal,5,3,5,1,1,0,0,0,1,1,0,0,1,0.1383,1
goal_kick,straight,far_post,High Zonal,7,7,7,0,0,0,1,1,0,0,0,0,0,0.0917,0
free_kick_central,inswinger,near_post,High Zonal,11,1,10,0,1,0,0,0,1,1,1,1,1,0.1859,1
throw_in,outswinger,near_post,Deep Zonal,10,7,1,4,0,1,0,0,1,0,0,0,0,0.0585,1
corner,inswinger,far_post,Man-to-Man,8,7,5,1,0,0,1,1,0,0,0,1,0,0.161,1
goal_kick,straight,edge_box,Deep Zonal,6,7,1,2,0,0,1,1,0,0,0,1,0,0.005,1
play_restart,long,far_post,Deep Zonal,11,5,8,2,1,0,0,1,1,1,1,1,0,0.0799,1
corner,inswinger,far_post,Deep Zonal,4,2,6,2,0,1,0,0,1,1,0,0,0,0.1729,1
goal_kick,long,far_post,Man-to-Man,5,1,5,1,0,1,1,1,0,0,0,0,0,0.1119,0
play_restart,short,far_post,Man-to-Man,6,7,3,0,1,0,0,1,0,0,1,0,0,0.0782,1
corner,short,edge_box,Man-to-Man,7,3,2,0,1,1,1,0,0,0,0,1,0,0.0879,0
